Time (min),Cell pot(V),Curr den (A/m^2),Capacity,Energy,Power
0.0,3.53346,70.0,0.0,22.21,201.74
0.0,3.45022,70.0,0.0,22.21,201.74
0.0,3.45022,70.0,0.0,22.21,201.74
0.0,3.45022,70.0,0.0,22.21,201.74
0.0,3.42688,70.0,0.0,22.21,201.74
0.001,3.42688,70.0,0.00011666666666666668,22.21,201.74
0.001,3.42688,70.0,0.00011666666666666668,22.21,201.74
0.001,3.4120199999999996,70.0,0.00011666666666666668,22.21,201.74
0.001,3.4120199999999996,70.0,0.00011666666666666668,22.21,201.74
0.001,3.4120199999999996,70.0,0.00011666666666666668,22.21,201.74
0.001,3.4005099999999997,70.0,0.00011666666666666668,22.21,201.74
0.001,3.4005099999999997,70.0,0.00011666666666666668,22.21,201.74
0.001,3.4005099999999997,70.0,0.00011666666666666668,22.21,201.74
0.001,3.3907800000000003,70.0,0.00011666666666666668,22.21,201.74
0.002,3.3907800000000003,70.0,0.00023333333333333336,22.21,201.74
0.002,3.3907800000000003,70.0,0.00023333333333333336,22.21,201.74
0.002,3.38216,70.0,0.00023333333333333336,22.21,201.74
0.002,3.38216,70.0,0.00023333333333333336,22.21,201.74
0.002,3.38216,70.0,0.00023333333333333336,22.21,201.74
0.002,3.37428,70.0,0.00023333333333333336,22.21,201.74
0.003,3.37428,70.0,0.00035,22.21,201.74
0.003,3.37428,70.0,0.00035,22.21,201.74
0.003,3.36692,70.0,0.00035,22.21,201.74
0.003,3.36692,70.0,0.00035,22.21,201.74
0.003,3.36692,70.0,0.00035,22.21,201.74
0.003,3.35994,70.0,0.00035,22.21,201.74
0.004,3.35994,70.0,0.0004666666666666667,22.21,201.74
0.004,3.35994,70.0,0.0004666666666666667,22.21,201.74
0.004,3.3532699999999998,70.0,0.0004666666666666667,22.21,201.74
0.005,3.3532699999999998,70.0,0.0005833333333333334,22.21,201.74
0.005,3.3532699999999998,70.0,0.0005833333333333334,22.21,201.74
0.005,3.3468199999999997,70.0,0.0005833333333333334,22.21,201.74
0.006,3.3468199999999997,70.0,0.0007,22.21,201.74
0.006,3.3468199999999997,70.0,0.0007,22.21,201.74
0.006,3.3405699999999996,70.0,0.0007,22.21,201.74
